tox21_gen,toxcast_gen,clintox_gen,mol_id,smiles
,0,,,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1
,1,,,CCCCC\C=C/C\C=C/CCCCCCCC(=O)NC(C)C1=CC=CC=C1
,0,,,CC(C)C(O)C(C)(C)CO
,0,,,CCCCCCCCCC(=O)N(C)C
,0,,,Cl.CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CC=C1)C1=CC=CC=C1
,1,,,CCC(=O)OC(C)(CCC=C(C)C)C=C
,1,,,OC1CCCCC1C1=CC=CC=C1
,0,,,Cl.CC1(C)OC[C@@H](COC(=O)CCC2=CC=C(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)C=C2)O1
,1,,,NC(=O)CI
,1,,,OC(=O)CF
,0,,,COC(C)(OC)OC
,1,,,[Na+].COC(=O)C1=C(C=C(I)C=C1)S(=O)(=O)[N-]C(=O)NC1=NC(OC)=NC(C)=N1
,1,,,CC(C)OP(C)(=O)OC(C)C
,0,,,CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCC[C@@H](O)C2=N1
,1,,,OC(=O)C(O)=O
,1,,,CC1=CC(C)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC2COC2)=N1
,1,,,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C2=C(C)C[C@H](CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C(C)(C)C1
,1,,,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
,1,,,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O
,1,,,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
,0,,,[Na+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CS1
,0,,,[Na+].[Na+].[O-]S(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS([O-])=O)C=C1
,1,,,C[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1
,1,,,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
,0,,,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
,0,,,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
,1,,,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C
,1,,,[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S
,0,,,CCN1C=C[N+](C)=C1.[O-]S(=O)(=O)C(F)(F)F
,0,,,CS([O-])(=O)=O.CCN1C=C[N+](C)=C1
,1,,,CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1
,1,,,S=C1NC=CC=N1
,1,,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
,1,,,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
,1,,,N#CC1=CSC=N1
,0,,,NC(=O)C1=CC=NC=C1
,1,,,CC1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
,0,,,CC1=CC=C(Cl)C(OCC(O)CNC(C)(C)C)=C1
,0,,,NC1=NN=C(N)N1
,0,,,CC1=CC=C(C=C1NC(=O)C1=CC(NC(=O)NC2=CC(=CC=C2)C(=O)NC2=C(C)C=CC(=C2)C(=O)NC2=CC=C(C3=CC(=CC(=C23)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)=CC=C1)C(=O)NC1=CC=C(C2=C1C(=CC(=C2)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
,1,,,CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(Cl)C=CC=C1Cl
,1,,,COC1=NC=C(F)C2=NC(=NN12)S(=O)(=O)NC1=C(F)C=CC=C1F
,1,,,OC(=O)C1C2CCC(O2)C1C(O)=O
,1,,,COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1
,0,,,CC(O)=O.CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
,1,,,COC(=O)C1=NC(Cl)=C(Cl)N=C1N
,1,,,Cl.CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
,1,,,Cl.ClC1=CC=CC(=C1)C(N1C=CN=C1)C1=CC=C2N=CNC2=C1
,0,,,CC([O-])=O.C[N+](C)(C)CCO
,1,,,CC(C(O)C1=CC=CC=C1)N(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
,1,,,NC1=NC(=O)N(C=C1)C1CO[C@H](CO)O1
,0,,,OC1=CC=C(Cl)C2=C1CCC2
,1,,,COC(=O)C1=CC(=CC=C1)C(=O)OC
,1,,,CC1=CC2=C(OC(CN(CC3=CC=CC=C3)C(=O)NC3=C(F)C=C(F)C=C3F)=C2C2=CC=C(Cl)C=C2)C=C1
,1,,,OC(=O)CN(CC(O)=O)CC1=CC2=C(OC3=CC(=O)C(CN(CC(O)=O)CC(O)=O)=CC3C22OC(=O)C3=CC=CC=C23)C=C1O
,1,,,Cl.C[C@H](CC1=CC=CC=C1)N(C)CC#C
,1,,,CCCC[Sn](Cl)(CCCC)CCCC
,1,,,CCCC[Sn](CCCC)(CCCC)CCCC
,1,,,[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1
,0,,,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
,1,,,[Cr+3].[O-]C(=O)C1=NC=CC=C1.[O-]C(=O)C1=NC=CC=C1.[O-]C(=O)C1=NC=CC=C1
,1,,,[Zn++].[O-]C(=O)C=C.[O-]C(=O)C=C
,1,,,C[Se]CCC(N)C(O)=O
,1,,,NC1=NC(N)=C2N=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=NC2=N1
,0,,,Cl.COC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5
,1,,,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=C4C=CC=C5)[C@@H]3C[C@H]12
,1,,,Cl.Cl.NCCNC1=C2C=CC=CC2=CC=C1
,1,,,[Na+].[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)[N-]C1=O
,1,,,FC(F)(F)C1=CC(=CC=C1)C(=O)CC1=CC=C(C=C1)C#N
,0,,,CC1=CN=C(C)C(C)=N1
,0,,,COC1=CC=CC(OC)=C1C(O)=O
,1,,,OCC1=C2C=CC=CC2=CC2=CC=CC=C12
,1,,,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
,1,,,O=C1NC(=O)[C@@H]2CC=CC[C@H]12
,1,,,CS(O)(=O)=O.C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@]1(C)[C@H]2CN(C[C@@H]12)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O
,1,,,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
,1,,,CC1=CC=C(O)C(=C1)C(=O)C1=CC=CC=C1
,1,,,CS(O)(=O)=O.N[C@H]1[C@@H]2CN(C[C@H]12)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O
,1,,,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1O
,0,,,C[C@H]1C[C@H](O)C2=C(SC=C2)S1(=O)=O
,1,,,OC1=CC2=C(CCC2)C=C1
,1,,,[Ca++].CC(C)C1=C(\C=C\C(O)CC(O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1.CC(C)C1=C(\C=C\C(O)CC(O)CC([O-])=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1
,1,,,CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(C=CC=C1Cl)C(=O)OC
,1,,,[Cl-].CNC(=O)OCC[N+](C)(C)C
,1,,,O.O.[Cl-].CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
,1,,,Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
,0,,,Cl.CCC(=O)N(C1CCN(CC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1
,0,,,CC1=CC(C)(C)NC2=C1C=CC=C2
,1,,,[Ca++].O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O.O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=C(C=CC=C2)N=C1C1CC1)CC([O-])=O
,0,,,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
,0,,,OC(=O)CNC(=O)C1=CC=CC=C1I
,1,,,ClC\C=C/CCl
,1,,,CCC(C)C1CCCCC1=O
,0,,,[Na+].CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=CC=C3C([O-])=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2C)OC1(C)C
,1,,,CC1=CC=CC2=C1N=C(N)S2
,1,,,NCC1=CC(CN)=CC=C1
,1,,,Cl.CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C1=CSC(N)=N1
,1,,,OC[C@@H](O)[C@@H](O)[C@H](O)C=O
,1,,,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F
,0,,,OC(=O)C1=C(S)C=CC=C1
,1,,,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
,1,,,CC1=C(C=C(C=C1C(N)=O)[N+]([O-])=O)[N+]([O-])=O
,0,,,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O
,1,,,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
,1,,,CCCCCCOC1=CC(C)=C(O)C(C)=C1C
,1,,,CCO[Si](CCCS)(OCC)OCC
,1,,,CCOP(=S)(OCC)O\N=C(/C#N)C1=CC=CC=C1
,1,,,[Na+].CCN(CC)C([S-])=S
,1,,,OC1=CC=CC2=CC=CN=C12
,1,,,OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(CN1CCCCC1)C1=NOC(=C1)C1=CC=CC=C1
,1,,,CCC(C)(C)C(=O)OC1=C(C(=O)OC11CCCCC1)C1=CC(Cl)=CC(Cl)=C1
,0,,,OCCC1CCCCN1
,1,,,CC(C)C[C@H](CN)CC(O)=O
,1,,,[Br-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
,1,,,OC1=CC=C(C=C1)C(=C(Cl)Cl)C1=CC=C(O)C=C1
,1,,,N1C2=C(C=CC=C2)N=C1C1=CSC=N1
,0,,,O[Bi]1OC(=O)C2=CC=CC=C2O1
,1,,,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
,0,,,Cl.COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1
,0,,,CC(C)C1=NC=C(N1C)[N+]([O-])=O
,1,,,CCN(CCC#N)C1=CC=CC=C1
,1,,,O=CC1CC1
,1,,,[Na+].CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C2[O-]
,1,,,CC(C)C1CCC(C)CC1O
,1,,,CC(=O)C=CC1=C(C)CCCC1(C)C
,1,,,Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1
,0,,,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C
,0,,,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1
,0,,,Cl.NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1
,1,,,CC(C)(C)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1
,0,,,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
,1,,,SC1=NC2=C(S1)C=CC=C2
,1,,,OS(=O)(=O)C(F)(F)F
,1,,,OC[C@H](O)[C@H](O)CO
,1,,,CCCCCCCCCCCC[N+](C)(C)CCCS([O-])(=O)=O
,1,,,CCCCCC1=CC=C(O)C=C1
,1,,,CC(C)(C)C1=CSC(=N1)C1=CC2=C(O1)C=CC(OCC1=CC=CC=C1CC(O)=O)=C2
,1,,,[Na+].OCS([O-])=O
,1,,,[Na+].[Na+].OC1=C(O)C(=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O
,0,,,CCCCCC\C=C\C(=O)OC
,1,,,CCCCC(CC)C(O)=O
,0,,,[Br-].CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
,1,,,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
,1,,,SCCOCCOCCS
,0,,,COC(OC)OC
,1,,,Cl.N(C=CC=CC=NC1=CC=CC=C1)C1=CC=CC=C1
,1,,,OC(=O)\C=C\C(O)=O.CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
,1,,,CCCC(C)C(O)CC
,0,,,OC[C@@H](O)[C@H](CO)OCN1C=CN=C1[N+]([O-])=O
,1,,,CS(O)(=O)=O.CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1
,0,,,[Na+].[Na+].OP([O-])(=O)C(SC1=CC=C(Cl)C=C1)P(O)([O-])=O
,1,,,Cl.ClC1=CC=C(C=C1)C(OCCN1CCCCC1)C1=CC=CC=C1
,0,,,CCOP(Cl)(Cl)=O
,1,,,COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1
,1,,,OC(=O)C1=CC(O)=C(O)C(O)=C1
,1,,,[Na+].CC(C)(C)C1=CC=C2C(C=CC(=C2S([O-])(=O)=O)C(C)(C)C)=C1
,0,,,COC(=O)CC[C@H](N)C(O)=O
,1,,,CCC(=NOC\C=C\Cl)C1=C(O)CC(CC1=O)C1CCOCC1
,0,,,COC(=O)CCCC(O)=O
,1,,,NC1=CC=C(C=C1)C(O)=O
,0,,,Cl.CC(N)C12CC3CC(CC(C3)C1)C2
,1,,,COC1=CC=CC(O)=C1
,0,,,Cl.CN1CC[C@]23[C@H]4OC5=C(OC(C)=O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)=C35
,1,,,NC(CC1=CC=CC=C1)C(O)=O
,0,,,COC1=CC=C(C=C1OC)S(=O)(=O)N1[C@H](C(=O)N2CCC[C@@H]2C(N)=O)[C@@](O)(C2=C1C=CC(Cl)=C2)C1=CC=CC=C1Cl
,0,,,[Na+].[Na+].NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N1
,1,,,FC1=C(C=CC=C1)C1=N[C@H](NC(=O)C2=CC3=CC=CC=C3N2)C(=O)N2CCC3=CC=CC1=C23
,1,,,[Na+].CC1=CC=CC=C1S([O-])(=O)=O
,0,,,CCOB(OCC)OCC
,1,,,O.O.O.O.O.O.Cl[Dy](Cl)Cl
,1,,,CC1=CC=CC=C1C(=O)NC1=CC=C(C(=O)N2CCCC(O)C3=C2C=CC(Cl)=C3)C(C)=C1
,1,,,CN(C)C(=O)NC1=CC=C(Cl)C=C1
,1,,,CCOC1=CC=C(NC(N)=O)C=C1
,1,,,COC1=CC=C(O)C=C1
,1,,,COC1=CC=C(OC)C=C1
,0,,,CCN(CC1=CC=C(Cl)N=C1)C(\NC)=C\[N+]([O-])=O
,1,,,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
,1,,,OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=CC=CC=C13)C1=CC(Br)=C(O)C(Br)=C1O2
,1,,,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
,0,,,Cl.OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
,0,,,O.Cl.CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
,0,,,O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
,1,,,CC[C@@H](C)[C@H](N)C(O)=O
,1,,,CC(=O)OC(C)(C)CC1=CC=CC=C1
,0,,,Cl.CC(C)(N)CC1=CC=C(Cl)C=C1
,0,,,COC1=CC(OC)=CC=C1
,1,,,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O
,1,,,OCCC1=C(C=CC=C1)[N+]([O-])=O
,0,,,CC(C)C(=O)OCC1=CC=CC(OC(=O)[C@@H]2N3[C@H](SC2(C)C)[C@H](NC(=O)CC2=CC=CC=C2)C3=O)=C1
,0,,,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
,1,,,COC1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(C=C1)S(C)=O)C(F)F
,0,,,CCCCN1C(=O)C2=C(C=CC=C2)C1=O
,1,,,C[C@@H](OC1=C(Cl)C=C(Cl)C=C1)C(O)=O
,1,,,[K+].[O-]C(=O)CC1=C2C=CC=CC2=CC=C1
,1,,,FC(F)(F)C(Cl)Br
,1,,,[Na+].[Na+].C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP([O-])([O-])=O
,0,,,CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
,1,,,[Na+].CC(C)(O)C1=C(CC[C@@H](SCC2(CC([O-])=O)CC2)C2=CC(\C=C\C3=NC4=CC(Cl)=CC=C4C=C3)=CC=C2)C=CC=C1
,0,,,[Cl-].[Cl-].OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2[C@H]5\C(=C/N([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21
,1,,,CCC1=CC=CC(C)=C1N(C(C)COC)C(=O)C(O)=O
,1,,,OC1=CC2=C(C[C@@H]3[C@@H]4CCCC[C@]24CCN3CC=C)C=C1
,1,,,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1
,1,,,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC
,1,,,CC(C)(CS(O)(=O)=O)NC(=O)C=C
,1,,,OCC(CBr)(CBr)CBr
,1,,,CCCCCCC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1
,1,,,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC3CCCC3)=C4)[C@@H]1CC[C@@]2(O)C#C
,0,,,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1
,1,,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
,1,,,Cl.CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1
,1,,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
,1,,,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
,1,,,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
,0,,,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O
,0,,,Cl.ClC1=CC=C(C=N1)[C@@H]1C[C@H]2CC[C@@H]1N2
,1,,,Cl.Cl.CC1=C(SC2=CC=NC=C2)C2=C(C=C1)N=C(N)NC2=O
,1,,,CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1
,1,,,CCOC1=CC=C(C2=C1N=CC=C2)S(O)(=O)=O
,1,,,CC(CC1=CC=CC=C1)NC=O
,1,,,[Na+].[O-]C(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
,1,,,IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1
,1,,,CC1=NOC(CCCOC2=C(C)C=C(C=C2C)C2=NOC(=N2)C(F)(F)F)=C1
,1,,,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
,1,,,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl
,1,,,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F
,1,,,COC1=CC=C(C=C1OC1CCCC1)[C@]1(CC[C@@H](CC1)C(O)=O)C#N
,0,,,CC(=C)O[Si](OC(C)=C)(OC(C)=C)C=C
,0,,,Cl.CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
,1,,,COC1=CC(=O)OC(\C=C\C2=CC=CC=C2)=C1
,0,,,CC(N(C)C)C(=O)C1=CC=CC=C1
,0,,,O[C@]1(COC(=O)C2=CN=CC=C2)O[C@H](COC(=O)C2=CN=CC=C2)[C@@H](OC(=O)C2=CN=CC=C2)[C@@H]1OC(=O)C1=CN=CC=C1
,1,,,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
,0,,,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O
,1,,,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CC=CS1)C2=O)C(O)=O
,1,,,ClC1=CC=CC(Cl)=C1N1C(=O)CC2=C1C=CC=C2
,1,,,CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O
,1,,,NC1=CC=C2C(CC3=CC=CC=C23)=C1
,0,,,C(CNCC1=CC=CC=C1)NCC1=CC=CC=C1.CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O.CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O
,1,,,CC1=CC=C(\C=N\N2C(=S)SC=C2C2=CC=CC=C2)C=C1
,1,,,N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O
,1,,,CCCCCCCCCCCCN(CCO)CCO
,1,,,CCCCCCCCCCCCN1CCOCC1
,0,,,CCN(CC)C1=CC(C)=NC2=NC=NN12
,1,,,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4C4=CN=CC=C4)[C@@H]3CC=C2C1
,1,,,CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12
,1,,,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
,0,,,Cl.C[C@@H](N)[C@@H](O)C1=CC=CC=C1
,1,,,NC1=NC2=C(NC=N2)C(=S)N1
,1,,,[O-][N+](=O)C1=CC=C(OC2=C(C=C(C=C2)C(F)(F)F)[N+]([O-])=O)C=C1
,1,,,FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1
,1,,,CCCC1=CC(OC)=C(OCC(=O)N2CCN(CC2)C(=O)COC2=CC=C(CCC)C=C2OC)C=C1
,0,,,[Cl-].CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
,1,,,ClCCNC(=O)N(CCCl)N=O
,1,,,CCCCC1=CC=C(Cl)C=C1
,0,,,[Br-].[Br-].CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1
,1,,,OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
,1,,,CC(O)C(O)=O.CCCCCCCCCCCCCCNCCO
,0,,,CC(CN)CCCN
,1,,,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
,1,,,CN(C)C1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC(=C2)N(C)C)C1=CC=C(C=C1)N(C)C
,0,,,CCN1C2=C(N(C)C(\C=C\C3=CC=C(OC)C(OC)=C3)=N2)C(=O)N(CC)C1=O
,1,,,Cl.CN1CCCC(CC2C3=C(SC4=C2C=CC=C4)C=CC=C3)C1
,1,,,CC(C)CC1=CC=C(CC(O)=O)C=C1
,1,,,F[P-](F)(F)(F)(F)F.CCN1C=C[N+](C)=C1
,0,,,[Br-].C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
,0,,,CCOC(=O)C1=C(C)N(C)C2=CC=C(O)C=C12
